N,kappa,eps_F,trial,lambda,J,K,err
4,100,0.001,11,1.6348856945433883,1180,1445,0.00020811557627216118
4,100,0.001,12,1.9259828502867131,1401,1721,0.00020650994514406364
4,100,0.001,13,2.15700358425118,1579,1941,0.00020440503075707034
4,100,0.001,14,2.299767753987046,1689,2079,0.0002028983292888397
4,100,0.001,15,1.5277471478932214,1099,1344,0.00020824438964614072
4,100,0.001,16,2.380103749064304,1751,2156,0.00020200747391971034
4,100,0.001,17,2.2107342841763247,1620,1993,0.00020385176982253833
4,100,0.001,18,2.443555314635353,1800,2218,0.00020128920884949098
4,100,0.001,19,2.0053710335497024,1462,1796,0.0002058465228532264
4,100,0.001,20,2.2242748388508993,1630,2006,0.00020370944939528815
4,100,0.001,21,2.401544549350288,1767,2177,0.00020176609441424314
4,100,0.001,22,2.570166792234667,1898,2340,0.000199829702861334
4,100,0.001,23,1.7093404200792413,1236,1515,0.00020785752118573185
4,100,0.001,24,2.5573721048618516,1888,2328,0.00019997845313192027
4,100,0.001,25,1.7295438329057862,1252,1534,0.00020776681286399984
4,100,0.001,26,2.029507265686533,1481,1819,0.00020563107080817788
4,100,0.001,27,1.6722851383761497,1208,1480,0.00020800144595607865
4,100,0.001,28,1.7459478649794251,1264,1550,0.0002076874582834371
4,100,0.001,29,1.6278159245673913,1175,1438,0.00020813313932501503
4,100,0.001,30,2.478126708050333,1827,2251,0.0002008934165701403
4,100,0.001,31,1.6669024234397938,1204,1475,0.00020801991812572466
4,100,0.001,32,2.5547729973731044,1886,2325,0.00020000838560023393
4,100,0.001,33,2.1094044226557878,1542,1896,0.00020487869126671897
4,100,0.001,34,2.4506272692767688,1805,2224,0.00020120823587723604
4,100,0.001,35,1.6175670224112246,1167,1428,0.00020815654574107554
4,100,0.001,36,2.0882277521049666,1526,1875,0.00020508333566130775
4,100,0.001,37,1.7105708431320368,1237,1516,0.00020785219816011152
4,100,0.001,38,1.6978177828924448,1228,1504,0.00020790543388728584
4,100,0.001,39,2.4457592892914324,1802,2220,0.00020126405141401675
4,100,0.001,40,1.92861498529125,1403,1723,0.00020648894125115173
4,100,0.001,41,1.6290767718729844,1176,1439,0.00020812993258006912
4,100,0.001,42,1.9591729011298589,1427,1752,0.00020624142124569213
4,100,0.001,43,1.8293635201682485,1328,1629,0.00020720603443225968
4,100,0.001,44,1.574358516866278,1134,1388,0.00020822676419469222
4,100,0.001,45,2.2016182429640976,1613,1984,0.00020394684816323457
4,100,0.001,46,1.8575834823568838,1349,1655,0.0002070164047850883
4,100,0.001,47,2.261754554231081,1659,2042,0.00020331025765628444
4,100,0.001,48,1.7190558327753402,1244,1524,0.00020781489634438737
4,100,0.001,49,2.2958346624818744,1686,2075,0.00020294123603004658
4,100,0.001,50,1.7210438970291047,1245,1526,0.00020780603779455692
4,100,0.001,51,2.0543835036539124,1500,1843,0.00020540303932858954
4,100,0.001,52,1.6548736514217652,1195,1464,0.0002080588215669673
4,100,0.001,53,2.2348227994771444,1638,2016,0.00020359780988455747
4,100,0.001,54,1.968757452212998,1434,1761,0.00020616144440116632
4,100,0.001,55,1.7855904640850861,1294,1587,0.00020747369022380895
4,100,0.001,56,1.783418929228768,1293,1585,0.00020748610671157173
4,100,0.001,57,1.4553362233348222,1045,1276,0.00020814006155578133
4,100,0.001,58,2.5902280936223354,1914,2360,0.0001995968605692151
4,100,0.001,59,2.0013899206581884,1459,1792,0.00020588136878484854
4,100,0.001,60,2.7870910838029155,2068,2552,0.0001973034191659252
4,100,0.001,61,2.4435173265516448,1800,2218,0.00020128964743478374
4,100,0.001,62,1.633615518690275,1179,1444,0.00020811894353751646
4,100,0.001,63,1.8959490438529232,1378,1692,0.00020674035380217721
4,100,0.001,64,1.8187395239166229,1320,1619,0.00020727400366359836
4,100,0.001,65,1.567970204780098,1130,1382,0.0002082328227683317
4,100,0.001,66,1.491338822445349,1072,1310,0.0002082131777983704
4,100,0.001,67,2.1032729695383985,1537,1890,0.00020493838194340848
4,100,0.001,68,1.8319879912777763,1330,1631,0.0002071887404821247
4,100,0.001,69,1.5673854094957913,1129,1381,0.0002082330484338952
4,100,0.001,70,1.8406933557908367,1336,1639,0.00020713118281440884
4,100,0.001,71,2.266480262607428,1663,2047,0.00020325956517767887
4,100,0.001,72,2.3187773015695425,1703,2097,0.0002026897722431498
4,100,0.001,73,2.181513734456225,1597,1965,0.000204155057143277
4,100,0.001,74,2.0765597757613015,1517,1864,0.00020519465427334632
4,100,0.001,75,1.9501362417008463,1420,1744,0.00020631606521022395
4,100,0.001,76,2.1593228378694618,1580,1944,0.0002043817578872235
4,100,0.001,77,2.1815287618260824,1597,1965,0.00020415489589971302
4,100,0.001,78,2.4141532444730283,1777,2189,0.00020162329281138
4,100,0.001,79,1.7794593595435617,1290,1581,0.00020750854791275547
4,100,0.001,80,1.6925852447364533,1224,1499,0.00020792620838207024
4,100,0.001,81,2.0201655259280598,1473,1810,0.00020571509316570096
4,100,0.001,82,2.2699109790389365,1666,2050,0.00020322253744185485
4,100,0.001,83,2.0205183972894245,1474,1811,0.00020571222010912788
4,100,0.001,84,1.7044121945507151,1233,1510,0.0002078782172717344
4,100,0.001,85,1.7683216625104956,1281,1571,0.00020757040823789135
4,100,0.001,86,2.0796161433640625,1519,1867,0.00020516569371437557
4,100,0.001,87,1.8460689034027715,1340,1645,0.00020709559915450297
4,100,0.001,88,2.0721578852820786,1513,1860,0.00020523646661245234
4,100,0.001,89,1.65830681231334,1198,1467,0.00020804796678240554
4,100,0.001,90,2.163585383807595,1584,1948,0.00020433845363732186
4,100,0.001,91,2.4765177339389326,1826,2250,0.00020091203364432263
4,100,0.001,92,1.6249354644770873,1173,1435,0.00020813988505439347
4,100,0.001,93,2.1820918392355475,1598,1966,0.00020414923353623542
4,100,0.001,94,1.6843292760976527,1218,1491,0.0002079577962035524
4,100,0.001,95,2.163065646835645,1583,1947,0.00020434354192407154
4,100,0.001,96,1.9813582774989087,1444,1773,0.00020605471963330548
4,100,0.001,97,2.1396909364451364,1565,1925,0.0002045793554019764
4,100,0.001,98,2.5126769714502224,1854,2285,0.00020049585397283713
4,100,0.001,99,2.35488178934305,1731,2132,0.00020228979700498087
4,100,0.0001,0,1.9019671599904868,1610,1978,1.9374138920305392e-05
4,100,0.0001,1,1.9952720746621868,1692,2081,1.9517187086723812e-05
4,100,0.0001,2,1.6948075526085873,1428,1751,1.9013507009343488e-05
4,100,0.0001,3,1.7340076036195684,1463,1794,1.9086246173362643e-05
4,100,0.0001,4,2.252101235301197,1920,2364,1.98499183284133e-05
4,100,0.0001,5,1.9652008351155814,1666,2047,1.947247284694876e-05
4,100,0.0001,6,1.6176629697387936,1361,1667,1.8864728723102943e-05
4,100,0.0001,7,1.8579716545051774,1571,1930,1.9302445928287723e-05
4,100,0.0001,8,1.816484884695086,1535,1884,1.9232476276196092e-05
4,100,0.0001,9,2.2880512085824405,1952,2404,1.988956098762114e-05
4,100,0.0001,10,1.7220268008217876,1452,1781,1.906425015116105e-05
4,100,0.0001,11,1.58155353524754,1329,1628,1.879256939488508e-05
4,100,0.0001,12,2.1805454704749456,1856,2285,1.976599804857409e-05
4,100,0.0001,13,2.6982683991333554,2319,2862,2.0235872687179152e-05
4,100,0.0001,14,2.1427707011680344,1823,2243,1.9719024731907425e-05
4,100,0.0001,15,1.7862510655911268,1508,1851,1.917991483496322e-05
4,100,0.0001,16,1.8212888153342868,1539,1889,1.9240684146397752e-05
4,100,0.0001,17,2.5461900703420994,2182,2692,2.012918783778073e-05
4,100,0.0001,18,1.8830174646289084,1593,1957,1.9343593892960808e-05
4,100,0.0001,19,1.9760361370828328,1675,2059,1.9488737582531666e-05
4,100,0.0001,20,1.7564102677035822,1482,1818,1.9126855395857973e-05
4,100,0.0001,21,2.0286602008303807,1722,2117,1.9565534585292347e-05
4,100,0.0001,22,1.7558868043784266,1482,1818,1.91259220740184e-05
4,100,0.0001,23,1.920917358122979,1627,1999,1.9404152427172005e-05
4,100,0.0001,24,1.7393773961805392,1467,1800,1.9096006108617415e-05
4,100,0.0001,25,1.6538870452689642,1392,1707,1.8935496808239513e-05
4,100,0.0001,26,2.406522228549613,2058,2536,2.0009158573986222e-05
4,100,0.0001,27,1.4920875744764888,1251,1531,1.8607581322574178e-05
4,100,0.0001,28,1.7989164229914199,1519,1865,1.920207043814315e-05
4,100,0.0001,29,1.9002585222106945,1609,1976,1.937137431866746e-05
4,100,0.0001,30,2.0911134982366866,1777,2186,1.9651665727304885e-05
4,100,0.0001,31,1.9362696995118984,1640,2016,1.9428132887439477e-05
4,100,0.0001,32,2.278403170181849,1943,2394,1.9879128071891258e-05
4,100,0.0001,33,2.5152901146138364,2155,2657,2.0104523947037187e-05
4,100,0.0001,34,2.165654269443235,1843,2269,1.9747635710771265e-05
4,100,0.0001,35,1.628518510661376,1370,1679,1.8886074851094766e-05
4,100,0.0001,36,2.033610533052346,1726,2123,1.9572547307481296e-05
4,100,0.0001,37,1.7001981163236748,1433,1757,1.9023645973206065e-05
4,100,0.0001,38,1.7861837904412698,1508,1851,1.9179788923228527e-05
4,100,0.0001,39,2.472834930665228,2117,2610,2.0068906996450897e-05
4,100,0.0001,40,1.5131548065345743,1270,1554,1.8651868651629588e-05
4,100,0.0001,41,2.0065384389492085,1702,2093,1.9533722127838718e-05
4,100,0.0001,42,2.02149549438586,1716,2109,1.955522301680452e-05
4,100,0.0001,43,1.6841621308844839,1419,1740,1.8993413185868237e-05
4,100,0.0001,44,2.20851844057146,1881,2316,1.9799620437124956e-05
4,100,0.0001,45,2.0717854115974976,1760,2165,1.962562249040042e-05
4,100,0.0001,46,1.913741580863845,1620,1991,1.939290528161555e-05
4,100,0.0001,47,2.104058702499104,1789,2201,1.9668991557622616e-05
4,100,0.0001,48,1.6255854521866617,1368,1676,1.888031303196122e-05
4,100,0.0001,49,1.732291164246413,1461,1792,1.9083073613893447e-05
4,100,0.0001,50,2.0307765850028208,1724,2120,1.9568540028047436e-05
4,100,0.0001,51,1.9028959999016093,1611,1979,1.9375605043039504e-05
4,100,0.0001,52,2.1503586930039704,1830,2252,1.9728653174320886e-05
4,100,0.0001,53,2.151278199389513,1830,2253,1.9729817457361347e-05
4,100,0.0001,54,1.6160924373856513,1359,1665,1.8861596947565402e-05
4,100,0.0001,55,2.2088565496942962,1882,2316,1.9800072915173672e-05
4,100,0.0001,56,1.7600220125835113,1485,1822,1.9133345110281127e-05
4,100,0.0001,57,2.34962242853476,2007,2473,1.9953898919040885e-05
4,100,0.0001,58,2.391621149272628,2044,2519,1.9995065532682394e-05
4,100,0.0001,59,1.718921051047218,1449,1777,1.9058488262154547e-05
4,100,0.0001,60,1.941901435914224,1645,2022,1.9436910950496573e-05
4,100,0.0001,61,2.6672326394301713,2291,2827,2.0215961541407113e-05
4,100,0.0001,62,1.7106607457424001,1442,1768,1.904316172044114e-05
4,100,0.0001,63,1.9916072927454762,1689,2077,1.95118287182036e-05
4,100,0.0001,64,1.7118623665919017,1443,1770,1.9045435827190877e-05
4,100,0.0001,65,2.26388634680978,1930,2377,1.9863219049034248e-05
4,100,0.0001,66,2.627453283827,2255,2783,2.018904490972269e-05
4,100,0.0001,67,2.0124636346403797,1708,2099,1.954225780337639e-05
4,100,0.0001,68,1.9429429001360856,1646,2023,1.9438495271241468e-05
4,100,0.0001,69,2.1865036792596007,1862,2292,1.9773246325651725e-05
4,100,0.0001,70,1.8714163840310543,1583,1944,1.9324635398037262e-05
4,100,0.0001,71,2.694352121244796,2315,2858,2.0233222418182902e-05
4,100,0.0001,72,2.146978724796292,1827,2248,1.9724384951237136e-05
4,100,0.0001,73,1.6677227421279865,1405,1722,1.896212292096391e-05
4,100,0.0001,74,1.725608560659711,1455,1785,1.907076265029039e-05
4,100,0.0001,75,1.883286681126814,1594,1957,1.9343999521695433e-05
4,100,0.0001,76,1.5637934783317649,1314,1609,1.8756501979017426e-05
4,100,0.0001,77,1.6126475073335433,1356,1662,1.8854761566210674e-05
4,100,0.0001,78,2.480415101252468,2124,2618,2.0075343207350072e-05
4,100,0.0001,79,2.640096673776518,2267,2797,2.0197925980045042e-05
4,100,0.0001,80,2.574070833531266,2207,2723,2.0150444248254298e-05
4,100,0.0001,81,1.7491395006974504,1476,1810,1.9113802172274615e-05
4,100,0.0001,82,1.9874576512134359,1685,2072,1.9505710553749577e-05
4,100,0.0001,83,2.1762671848770023,1853,2280,1.9760768124281056e-05
4,100,0.0001,84,1.6020605686751621,1347,1650,1.883370925897097e-05
4,100,0.0001,85,1.5843404846148765,1332,1631,1.8798162525420224e-05
4,100,0.0001,86,2.5269042996166844,2165,2670,2.0113797459682628e-05
4,100,0.0001,87,1.736163715870877,1464,1796,1.9090138741022365e-05
4,100,0.0001,88,1.5152066030694396,1272,1556,1.8656138105159493e-05
4,100,0.0001,89,2.103473537123159,1788,2200,1.9668129485977698e-05
4,100,0.0001,90,2.001579445873805,1698,2087,1.9526469965673127e-05
4,100,0.0001,91,1.830450036642688,1547,1899,1.9256258968217486e-05
4,100,0.0001,92,1.9847606393135435,1683,2069,1.9501711152009207e-05
4,100,0.0001,93,1.8137588089370404,1532,1881,1.922774065194482e-05
4,100,0.0001,94,1.7366404734653231,1465,1797,1.909106561172432e-05
4,100,0.0001,95,1.4517958758281515,1216,1487,1.852173531025329e-05
4,100,0.0001,96,1.6533079363888297,1392,1706,1.89343745530839e-05
4,100,0.0001,97,2.081270506124188,1768,2175,1.9638462329102357e-05
4,100,0.0001,98,2.2768718515796715,1942,2392,1.987750686218923e-05
4,100,0.0001,99,1.8482497541189835,1563,1919,1.9286305084229216e-05
4,1000,0.01,0,1.8545804088421645,13200,16446,0.002077636192823353
4,1000,0.01,1,2.214666198872007,15958,19887,0.0020444278252033056
4,1000,0.01,2,2.3198429883653455,16769,20900,0.0020328149451474993
4,1000,0.01,3,2.3488286101959917,16993,21180,0.002029539320906737
4,1000,0.01,4,1.978909021368819,14148,17629,0.002067713289783618
4,1000,0.01,5,2.2685720679074426,16373,20406,0.0020385455936223007
4,1000,0.01,6,1.768521162594217,12546,15629,0.0020831475639828748
4,1000,0.01,7,2.1649776022959863,15575,19410,0.0020496983251811216
4,1000,0.01,8,1.9925967171290022,14253,17760,0.0020665013928437915
4,1000,0.01,9,2.4612591728426003,17864,22266,0.002016517225182654
4,1000,0.01,10,2.1197915743954066,15228,18977,0.0020543502538029044
4,1000,0.01,11,2.5445513532162574,18511,23074,0.002006702177057819
4,1000,0.01,12,1.9659784717745192,14050,17506,0.00206883387631301
4,1000,0.01,13,1.8452506752918638,13129,16357,0.0020782917969495007
4,1000,0.01,14,1.839563553187102,13086,16303,0.00207868499748711
4,1000,0.01,15,1.9822307576057723,14174,17661,0.0020674164607297125
4,1000,0.01,16,1.8667885044670727,13293,16562,0.0020767526509632476
4,1000,0.01,17,1.8811071333528726,13402,16698,0.002075694037140772
4,1000,0.01,18,1.79478798981544,12745,15878,0.0020815989217467974
4,1000,0.01,19,1.8305918209720953,13017,16218,0.002079295102236421
4,1000,0.01,20,2.0518494080049914,14707,18326,0.0020610323457489403
4,1000,0.01,21,1.7570368885116352,12459,15521,0.002083778865628435
4,1000,0.01,22,2.2714705964184763,16396,20434,0.0020382278344122937
4,1000,0.01,23,1.7200837269197242,12179,15171,0.0020856494162725726
4,1000,0.01,24,2.0275548057454156,14521,18094,0.00206332075109878
4,1000,0.01,25,2.007299735798611,14366,17900,0.002065181836199987
4,1000,0.01,26,2.103993346931345,15107,18825,0.002055944362766564
4,1000,0.01,27,2.17766404069362,15673,19532,0.002048378479182493
4,1000,0.01,28,1.6627351101778962,11745,14630,0.0020879901233997974
4,1000,0.01,29,2.0392351699663243,14610,18206,0.0020622218110803786
4,1000,0.01,30,1.9356510366455157,13818,17217,0.00207139407177905
4,1000,0.01,31,1.7899942541442455,12709,15833,0.0020818891766158417
4,1000,0.01,32,1.9538975432371362,13957,17391,0.002069868375451078
4,1000,0.01,33,1.6880008305145777,11936,14868,0.00208704634740037
4,1000,0.01,34,1.8436504544642802,13117,16342,0.0020784093119073214
4,1000,0.01,35,2.038614963253525,14605,18200,0.0020622910270326404
4,1000,0.01,36,2.3971531335325293,17367,21646,0.002023989363985429
4,1000,0.01,37,2.8631883076025826,20997,26177,0.001968866647711325
4,1000,0.01,38,1.897169560347566,13524,16851,0.002074476629807819
4,1000,0.01,39,1.6869945839404714,11928,14859,0.0020870895326923753
4,1000,0.01,40,2.1473523995202117,15440,19241,0.002051533374026775
4,1000,0.01,41,2.3316027020430363,16860,21013,0.002031489034081416
4,1000,0.01,42,1.9506934800543898,13933,17360,0.0020701398239852224
4,1000,0.01,43,1.697125399153428,12005,14954,0.0020866774507391195
4,1000,0.01,44,2.108683254489789,15143,18870,0.002055468712058976
4,1000,0.01,45,1.8489960846419222,13157,16393,0.002078029831293078
4,1000,0.01,46,1.9382898026381097,13838,17242,0.0020711776203039683
4,1000,0.01,47,2.007345533095485,14366,17901,0.00206517784109087
4,1000,0.01,48,2.0427955283725705,14637,18240,0.002061891188219698
4,1000,0.01,49,2.3316382405375364,16860,21014,0.002031484922221936
4,1000,0.01,50,1.6033154064923585,11296,14070,0.0020895924072392496
4,1000,0.01,51,1.7833755523572379,12659,15770,0.002082284919716154
4,1000,0.01,52,2.1965889838779096,15819,19714,0.002046367477748889
4,1000,0.01,53,1.722292651907043,12195,15192,0.0020855507292759316
4,1000,0.01,54,1.7923694284029692,12727,15855,0.0020817468867128344
4,1000,0.01,55,1.9391731511476396,13845,17251,0.0020711006948813237
4,1000,0.01,56,1.9919480427521967,14248,17754,0.0020665592158957604
4,1000,0.01,57,1.6255355526389195,11464,14279,0.0020890945561092326
4,1000,0.01,58,2.119856608961671,15229,18977,0.0020543426345966957
4,1000,0.01,59,1.667870193092178,11784,14678,0.002087809412592483
4,1000,0.01,60,2.4635829066005166,17882,22289,0.0020162528110682573
4,1000,0.01,61,1.7405504494199742,12334,15365,0.002084648812746269
4,1000,0.01,62,1.634128449701041,11529,14360,0.0020888680428194127
4,1000,0.01,63,2.3011134849543406,16624,20720,0.00203492922295586
4,1000,0.01,64,2.0602989268907868,14772,18407,0.0020602201482704577
4,1000,0.01,65,1.9588302003696023,13995,17438,0.0020694493687599424
4,1000,0.01,66,1.7316631451175475,12266,15281,0.0020850962699572244
4,1000,0.01,67,2.2120292031462077,15937,19862,0.0020447137949129216
4,1000,0.01,68,1.7613084830050556,12491,15561,0.0020835464605085475
4,1000,0.01,69,2.402148243731902,17406,21695,0.0020234042661790032
4,1000,0.01,70,2.239013449452598,16145,20122,0.0020417888496765957
4,1000,0.01,71,2.7093401274992077,19794,24676,0.001987091262835531
4,1000,0.01,72,1.9191425812177816,13692,17060,0.002072742598322905
4,1000,0.01,73,2.1376276624961297,15365,19148,0.0020525366314011703
4,1000,0.01,74,1.8838845350751932,13423,16724,0.002075482345473535
4,1000,0.01,75,1.8871150904517533,13448,16755,0.002075244471121014
4,1000,0.01,76,1.8345035595007055,13047,16255,0.0020790319886566967
4,1000,0.01,77,2.3455622875525037,16968,21148,0.0020299047807621155
4,1000,0.01,78,1.6279345684275275,11482,14302,0.0020890364262505247
4,1000,0.01,79,2.062343294300835,14787,18427,0.002060027529546689
4,1000,0.01,80,1.7370656123620758,12307,15332,0.002084829660616594
4,1000,0.01,81,1.7612758225017915,12491,15561,0.0020835483231993633
4,1000,0.01,82,2.132895377109767,15329,19102,0.0020530218061034387
4,1000,0.01,83,2.337634164165816,16907,21072,0.0020308082302117054
4,1000,0.01,84,1.7080759839861615,12088,15058,0.0020861993831978814
4,1000,0.01,85,1.5830665814857188,11144,13880,0.0020899348391036896
4,1000,0.01,86,2.1702783680616466,15616,19461,0.002049146224269078
4,1000,0.01,87,2.0307974579029624,14545,18125,0.002063019100068815
4,1000,0.01,88,1.7451234010069179,12368,15408,0.0020844109257919666
4,1000,0.01,89,1.863472580690332,13268,16530,0.002076993033865037
4,1000,0.01,90,1.5375487351267139,10801,13452,0.0020902783713391687
4,1000,0.01,91,1.9332773570549204,13800,17194,0.0020715900693143025
4,1000,0.01,92,1.6570139702684197,11702,14576,0.002088183951022136
4,1000,0.01,93,2.3915647856104867,17324,21592,0.002024628663977275
4,1000,0.01,94,2.0726028103037812,14866,18525,0.0020590363469378883
4,1000,0.01,95,1.6508397839189164,11655,14518,0.002088375788760479
4,1000,0.01,96,2.046915805211759,14669,18279,0.0020614991903928986
4,1000,0.01,97,1.6240910025518687,11453,14266,0.002089135668200537
4,1000,0.01,98,2.00038199226172,14313,17834,0.0020658085604485952
4,1000,0.01,99,2.460463186758441,17858,22259,0.002016612721322796
4,1000,0.001,0,1.9595316445733744,16305,20318,0.000194834172510285
4,1000,0.001,1,1.8520970375596768,15360,19139,0.0001931047081778615
4,1000,0.001,2,2.121008687735495,17732,22099,0.00019713756378652818
4,1000,0.001,3,2.0122138174429978,16770,20898,0.00019562647826142025
4,1000,0.001,4,1.7938639834009917,14849,18501,0.0001920963777459987
4,1000,0.001,5,2.0863248291988175,17425,21716,0.00019667464149798316
4,1000,0.001,6,2.1793038052921148,18249,22744,0.00019788118671397532
4,1000,0.001,7,2.394327727347453,20161,25130,0.0002002381675310982
4,1000,0.001,8,1.9034468564355793,15811,19702,0.00019394782856480805
4,1000,0.001,9,1.70352350602329,14058,17513,0.00019043522658251873
4,1000,0.001,10,2.031323950289694,16939,21109,0.00019590582339101579
4,1000,0.001,11,1.8983290442671317,15766,19646,0.00019386455678272122
4,1000,0.001,12,1.6030882506387887,13181,16419,0.00018846935410361142
4,1000,0.001,13,1.8232175515886944,15106,18822,0.00019260523338567904
4,1000,0.001,14,2.444404307621782,20608,25688,0.00020069966922434004
4,1000,0.001,15,2.0456249760590897,17065,21267,0.00019610709934525647
4,1000,0.001,16,2.5448436812204545,21505,26808,0.00020156125545212278
4,1000,0.001,17,2.209986309676645,18521,23083,0.00019825298116181819
4,1000,0.001,18,1.975629550235734,16447,20496,0.00019507311774837012
4,1000,0.001,19,1.8992140855258322,15774,19656,0.00019388155121428417
4,1000,0.001,20,2.235923980102558,18751,23371,0.00019856073846345217
4,1000,0.001,21,1.8955587664447622,15742,19615,0.00019382078018457004
4,1000,0.001,22,1.8587158918281195,15418,19211,0.00019320637123429143
4,1000,0.001,23,1.767790235368825,14620,18215,0.0001916243014566459
4,1000,0.001,24,2.0636260687381487,17224,21465,0.00019636407732162865
4,1000,0.001,25,2.6105344889388156,22094,27542,0.00020206278467876636
4,1000,0.001,26,2.117242215936339,17699,22057,0.00019709399088222018
4,1000,0.001,27,2.4219760581318717,20408,25438,0.0002004997468102389
4,1000,0.001,28,1.462904295001826,11963,14899,0.0001855242996699795
4,1000,0.001,29,1.5811919434644341,12990,16181,0.0001880194517209585
4,1000,0.001,30,1.8108019037514065,14997,18686,0.00019239098056811555
4,1000,0.001,31,1.991767891631139,16590,20673,0.00019532619639386328
4,1000,0.001,32,1.7286529135291386,14277,17788,0.00019090153858092508
4,1000,0.001,33,2.1163904231079655,17691,22048,0.0001970779945746684
4,1000,0.001,34,2.0686939984308967,17269,21521,0.00019643670639150242
4,1000,0.001,35,1.585173811659737,13025,16225,0.0001880994326735716
4,1000,0.001,36,1.728686006315065,14278,17788,0.00019090835421395344
4,1000,0.001,37,1.5564015503238011,12775,15912,0.00018751465917489051
4,1000,0.001,38,1.7821016602207915,14746,18372,0.00019188265083878412
4,1000,0.001,39,1.9562239014182825,16276,20282,0.00019478827266762548
4,1000,0.001,40,2.7165246803612972,23045,28729,0.00020275974341186543
4,1000,0.001,41,1.7203140350718191,14205,17697,0.0001907545797517006
4,1000,0.001,42,1.8284390140630444,15152,18879,0.00019269546392779413
4,1000,0.001,43,1.4733353466314671,12053,15012,0.0001857511517585605
4,1000,0.001,44,2.4018311601710667,20228,25214,0.00020031616324740423
4,1000,0.001,45,1.9397975641292216,16132,20101,0.00019452974534691514
4,1000,0.001,46,2.713130243137002,23014,28691,0.00020274429477658512
4,1000,0.001,47,2.0466502181637374,17074,21278,0.0001961205864935733
4,1000,0.001,48,2.1517197303210254,18004,22439,0.0001975340021569242
4,1000,0.001,49,1.771614903113097,14654,18257,0.0001916921937857788
4,1000,0.001,50,1.8548150272149222,15384,19168,0.00019314872184814197
4,1000,0.001,51,2.0742332041062364,17318,21582,0.00019650095070563106
4,1000,0.001,52,3.0819294842042977,26338,32840,0.0002043935784631542
4,1000,0.001,53,2.1114695602984024,17648,21994,0.00019700855200306287
4,1000,0.001,54,2.6225051735853038,22201,27676,0.00020214729042574437
4,1000,0.001,55,1.762981482744211,14578,18163,0.0001915367826447369
4,1000,0.001,56,1.702103061373704,14045,17498,0.00019041028904277636
4,1000,0.001,57,1.755317917163544,14511,18079,0.0001913946887949043
4,1000,0.001,58,2.634245968672083,22306,27808,0.0002022254482729894
4,1000,0.001,59,1.9662617205135522,16365,20393,0.00019493755060971104
4,1000,0.001,60,1.985460830245578,16534,20604,0.0001952299219285542
4,1000,0.001,61,1.9856885089138145,16536,20606,0.0001952306143190209
4,1000,0.001,62,1.8167987156699483,15050,18752,0.00019249395083523353
4,1000,0.001,63,1.9769719613636028,16459,20510,0.0001951007340428013
4,1000,0.001,64,1.69302164063085,13966,17399,0.00019023192819923288
4,1000,0.001,65,2.0182851436943205,16824,20965,0.00019571596452983472
4,1000,0.001,66,1.9709937015057104,16406,20445,0.0001950098750591334
4,1000,0.001,67,2.2800277378456926,19143,23860,0.00019905318957744639
4,1000,0.001,68,1.9264548887995776,16014,19955,0.0001943172820585723
4,1000,0.001,69,2.449420013614758,20653,25744,0.00020075885962384294
4,1000,0.001,70,1.918211073469989,15941,19864,0.00019418235998947225
4,1000,0.001,71,1.6082804549646188,13226,16476,0.0001885676267117459
4,1000,0.001,72,2.0287732207084654,16916,21081,0.00019587012278858123
4,1000,0.001,73,2.1346248917177166,17853,22249,0.00019731147781149182
4,1000,0.001,74,2.2954843960938716,19281,24032,0.00019922755786903591
4,1000,0.001,75,1.6898443058755084,13938,17364,0.0001901750909368648
4,1000,0.001,76,1.7414078998667668,14389,17927,0.00019114423610308952
4,1000,0.001,77,2.1183117419315525,17708,22069,0.00019710180306863997
4,1000,0.001,78,1.8478876111192664,15323,19092,0.00019302524035254002
4,1000,0.001,79,2.020631041553199,16844,20991,0.00019575102224773727
4,1000,0.001,80,1.4757126185979077,12074,15038,0.00018580340321067813
4,1000,0.001,81,2.473481602389832,20867,26012,0.00020097081642865637
4,1000,0.001,82,2.433370239062249,20509,25565,0.00020061020239885838
4,1000,0.001,83,2.306913109374435,19382,24159,0.00019934801737598012
4,1000,0.001,84,1.6083227159860427,13227,16476,0.00018856903419730355
4,1000,0.001,85,1.913935464871228,15904,19817,0.00019412088137331246
4,1000,0.001,86,1.958735646461518,16298,20310,0.00019482073697908023
4,1000,0.001,87,1.959043802632607,16301,20313,0.00019482319309277162
4,1000,0.001,88,2.130573031257166,17817,22205,0.00019726835909850707
4,1000,0.001,89,1.9545577471023392,16262,20264,0.00019476268059062288
4,1000,0.001,90,2.1708903356682536,18174,22651,0.00019777640464302952
4,1000,0.001,91,1.8497798723495422,15340,19113,0.00019306114039201525
4,1000,0.001,92,1.9254149295515495,16005,19943,0.00019430290898228648
4,1000,0.001,93,1.6579015699860271,13659,17016,0.000189552817474001
4,1000,0.001,94,2.0832509389562537,17398,21682,0.00019662873017131915
4,1000,0.001,95,1.9094366587758227,15864,19768,0.00019404745944326423
4,1000,0.001,96,1.7830819817569143,14754,18383,0.0001919024455982766
4,1000,0.001,97,2.49258645583331,21038,26225,0.00020112979433518224
4,1000,0.001,98,1.7834484549537288,14757,18387,0.0001919098491700838
4,1000,0.001,99,2.185205009969813,18301,22809,0.00019796002105626327
4,1000,0.0001,0,1.9038296754810449,18054,22498,1.7274521080067984e-05
