N,kappa,eps_F,trial,lambda,J,K,err
4,1000,0.0001,1,1.8456564631824057,17475,21775,1.7266866434440884e-05
4,1000,0.0001,2,1.8772866887157638,17790,22168,1.7272183748202096e-05
4,1000,0.0001,3,2.419915478093832,23235,28964,1.7571229273363897e-05
4,1000,0.0001,4,1.7041740074144496,16068,20020,1.725252479692635e-05
4,1000,0.0001,5,2.2072200426948214,21092,26290,1.7423632276592823e-05
4,1000,0.0001,6,1.9769851994731638,18785,23410,1.7301829281771633e-05
4,1000,0.0001,7,1.7767922181073244,16789,20920,1.7255570854284785e-05
4,1000,0.0001,8,2.316784757877241,22195,27666,1.7489833455461806e-05
4,1000,0.0001,9,2.2188856533645644,21210,26436,1.742280930439315e-05
4,1000,0.0001,10,1.7263346120387686,16288,20294,1.725113355477932e-05
4,1000,0.0001,11,2.2201004650642098,21222,26451,1.7431060271148206e-05
4,1000,0.0001,12,1.7589179991443427,16612,20698,1.725267582634397e-05
4,1000,0.0001,13,2.0064028648587806,19079,23777,1.731135720880343e-05
4,1000,0.0001,14,1.935374033307049,18369,22891,1.728269859800891e-05
4,1000,0.0001,15,1.7751314127900581,16773,20899,1.7251886837180377e-05
4,1000,0.0001,16,2.1043603366681185,20060,25001,1.736819512536545e-05
4,1000,0.0001,17,1.8898766776904057,17915,22325,1.727264614315101e-05
4,1000,0.0001,18,1.8503621245696809,17522,21833,1.726067571891492e-05
4,1000,0.0001,19,1.710026257672003,16127,20092,1.725005807215861e-05
4,1000,0.0001,20,1.5060818409614734,14110,17576,1.7320239619555873e-05
4,1000,0.0001,21,2.00428994218033,19058,23751,1.7314576327040268e-05
4,1000,0.0001,22,1.9561450380817587,18577,23150,1.729332021507813e-05
4,1000,0.0001,23,1.8706537020731726,17724,22086,1.7271970647886527e-05
4,1000,0.0001,24,2.190589437261683,20925,26081,1.7406384623534803e-05
4,1000,0.0001,25,1.7353092891359587,16377,20406,1.725256617451992e-05
4,1000,0.0001,26,1.8192777353596443,17212,21447,1.7260139796227356e-05
4,1000,0.0001,27,2.330097258896843,22329,27833,1.7500255984594035e-05
4,1000,0.0001,28,1.5622897008994434,14664,18268,1.7288941765745125e-05
4,1000,0.0001,29,1.9720325522912576,18735,23348,1.729137480789949e-05
4,1000,0.0001,30,1.8060465716494272,17080,21283,1.7257620942769978e-05
4,1000,0.0001,31,2.3617298137094282,22648,28231,1.7532655164044545e-05
4,1000,0.0001,32,1.6736879691878104,15766,19643,1.7255076689879402e-05
4,1000,0.0001,33,1.7499723043620317,16523,20587,1.7253082949386037e-05
4,1000,0.0001,34,2.344859774849189,22478,28019,1.7509355676927568e-05
4,1000,0.0001,35,2.298133467798298,22007,27431,1.7476784221090956e-05
4,1000,0.0001,36,2.2783322785210425,21808,27182,1.7462528471330675e-05
4,1000,0.0001,37,1.9042514227121492,18059,22504,1.7278744002156344e-05
4,1000,0.0001,38,2.1747152414978146,20766,25882,1.7397019060898875e-05
4,1000,0.0001,39,2.0961407823878773,19977,24898,1.7351468164463323e-05
4,1000,0.0001,40,1.7120276839616253,16146,20117,1.724835723965185e-05
4,1000,0.0001,41,2.3720888577622894,22752,28362,1.7528613902895487e-05
4,1000,0.0001,42,2.3109701206104463,22136,27593,1.7495453073111507e-05
4,1000,0.0001,43,1.7768944015297503,16791,20921,1.7253343757698914e-05
4,1000,0.0001,44,1.8599014443751272,17617,21952,1.7267400027320546e-05
4,1000,0.0001,45,2.1446110795834388,20464,25505,1.7386472658872225e-05
4,1000,0.0001,46,1.7382067212066787,16406,20441,1.7251094260802297e-05
4,1000,0.0001,47,1.9186165293723565,18202,22683,1.727486153015671e-05
4,1000,0.0001,48,1.5913499053671365,14951,18626,1.727767927052883e-05
4,1000,0.0001,49,2.0923851291789735,19940,24851,1.7359235196472894e-05
4,1000,0.0001,50,2.054912053659661,19564,24383,1.7334334363001113e-05
4,1000,0.0001,51,1.972739882560524,18742,23357,1.7295463951638565e-05
4,1000,0.0001,52,2.3446454168261397,22476,28016,1.7512321492079646e-05
4,1000,0.0001,53,1.9668049040066846,18683,23283,1.7294248866048287e-05
4,1000,0.0001,54,1.8514615581562013,17532,21847,1.726359313907993e-05
4,1000,0.0001,55,2.211924891988284,21140,26349,1.7422278627016692e-05
4,1000,0.0001,56,1.498673587618563,14037,17484,1.7324682163770047e-05
4,1000,0.0001,57,1.8432574362642373,17451,21745,1.7269719021465594e-05
4,1000,0.0001,58,2.1349824982668295,20367,25385,1.737408302119713e-05
4,1000,0.0001,59,2.326355983351306,22291,27786,1.7495037274162057e-05
4,1000,0.0001,60,1.8423472971998498,17442,21734,1.7257912270280298e-05
4,1000,0.0001,61,2.169517162033391,20714,25817,1.73983692180018e-05
4,1000,0.0001,62,1.720344718471684,16229,20220,1.7252406151866988e-05
4,1000,0.0001,63,1.7001354467441048,16028,19970,1.7251413067128064e-05
4,1000,0.0001,64,2.083893130353405,19855,24745,1.7349297022858335e-05
4,1000,0.0001,65,1.7571521956995697,16594,20676,1.7257088210680216e-05
4,1000,0.0001,66,1.920171946906374,18217,22702,1.728115901329221e-05
4,1000,0.0001,67,2.0940226672104427,19956,24872,1.735810167488065e-05
4,1000,0.0001,68,2.0991640431757497,20008,24936,1.7367346782775017e-05
4,1000,0.0001,69,2.4213518292311207,23249,28982,1.7571470745019034e-05
4,1000,0.0001,70,1.8213128006347614,17232,21472,1.7258324553529745e-05
4,1000,0.0001,71,1.8509613163663987,17527,21841,1.7264775804500773e-05
4,1000,0.0001,72,1.9898843991364346,18914,23571,1.7312231731805294e-05
4,1000,0.0001,73,2.3504552125350795,22534,28089,1.7519148436056963e-05
4,1000,0.0001,74,2.125852565303877,20275,25270,1.7374646998307154e-05
4,1000,0.0001,75,1.5881982225341447,14920,18587,1.7281163442106067e-05
4,1000,0.0001,76,1.721829410674264,16244,20239,1.7251259044765325e-05
4,1000,0.0001,77,1.7939626002746754,16960,21133,1.7251070282410725e-05
4,1000,0.0001,78,1.7648845235033663,16671,20772,1.725509050422082e-05
4,1000,0.0001,79,2.184052872923206,20860,25999,1.740724357448826e-05
4,1000,0.0001,80,1.9174768402300402,18191,22668,1.7285464019184816e-05
4,1000,0.0001,81,1.5929031592555412,14967,18645,1.7278123273547887e-05
4,1000,0.0001,82,2.10986945051694,20115,25070,1.7360560732349885e-05
4,1000,0.0001,83,2.013172394612038,19147,23862,1.7316633408885477e-05
4,1000,0.0001,84,1.6973461774383236,16001,19935,1.725081117127014e-05
4,1000,0.0001,85,1.904792605559541,18064,22510,1.7272920496312694e-05
4,1000,0.0001,86,1.6539123149435333,15570,19398,1.725571534934214e-05
4,1000,0.0001,87,1.9474723974044825,18490,23042,1.7295932003115634e-05
4,1000,0.0001,88,2.006258339929613,19077,23775,1.731450366203199e-05
4,1000,0.0001,89,1.533792659983882,14383,17917,1.7301517629369542e-05
4,1000,0.0001,90,1.5955256209758264,14993,18677,1.7275442600044573e-05
4,1000,0.0001,91,1.6749286512042119,15779,19658,1.725735280413565e-05
4,1000,0.0001,92,2.251871815200868,21541,26850,1.745192882272174e-05
4,1000,0.0001,93,1.498155891288709,14032,17478,1.7320451095352468e-05
4,1000,0.0001,94,2.368071970551549,22712,28311,1.752875060175218e-05
4,1000,0.0001,95,1.5150014806189822,14198,17685,1.73114228901089e-05
4,1000,0.0001,96,1.9371966214851217,18387,22914,1.728277411010977e-05
4,1000,0.0001,97,2.5927487147238253,24983,31146,1.7705234669948374e-05
4,1000,0.0001,98,1.529081345193947,14337,17859,1.730579606590556e-05
4,1000,0.0001,99,2.10032900117842,20019,24951,1.7361070633325e-05
