N,kappa,eps_F,trial,lambda,J,K,err
16,10,0.01,79,7.675366721368873,445,532,0.002116846209045163
16,10,0.01,80,7.501122781834825,435,519,0.0021191510686030925
16,10,0.01,81,7.691392886256832,446,533,0.0021166096901720564
16,10,0.01,82,7.400959941640517,429,511,0.0021202955978952514
16,10,0.01,83,7.3963481428425135,428,511,0.0021203610176227855
16,10,0.01,84,6.39500915395954,369,437,0.0021241739526377795
16,10,0.01,85,8.498773382396255,495,594,0.0021020270327613924
16,10,0.01,86,7.518279029677891,436,520,0.002118927733453958
16,10,0.01,87,8.997043121122381,525,631,0.0020906072841700464
16,10,0.01,88,8.004317502224064,465,556,0.0021116128892863587
16,10,0.01,89,7.961461826756892,462,553,0.002112358321245695
16,10,0.01,90,8.276721465101188,481,577,0.0021065736211628625
16,10,0.01,91,6.2605471377300335,361,427,0.002123374273697459
16,10,0.01,92,8.462984985070321,493,591,0.0021027752253747088
16,10,0.01,93,6.259503764932276,361,427,0.0021233707581877126
16,10,0.01,94,7.162792326770806,414,494,0.0021225998589162413
16,10,0.01,95,9.046551964108003,528,635,0.0020894059003948124
16,10,0.01,96,7.270539974732552,421,502,0.0021216615615831276
16,10,0.01,97,8.000410229217952,465,556,0.0021116917928271006
16,10,0.01,98,6.445999558971106,372,441,0.00212439507731748
16,10,0.01,99,7.97958568565992,463,555,0.0021120726120117464
16,10,0.001,0,8.075239766801712,568,682,0.0001957007604570143
16,10,0.001,1,6.746248734644992,473,563,0.00018951418613302184
16,10,0.001,2,7.655187703611316,538,644,0.0001938926926298155
16,10,0.001,3,8.185926002023141,576,691,0.00019615272356709334
16,10,0.001,4,8.193118863493313,576,692,0.00019618206802627652
16,10,0.001,5,8.325361305277516,586,704,0.00019670923055717452
16,10,0.001,6,8.540811516291871,601,723,0.00019753731714577922
16,10,0.001,7,7.18150375895117,504,602,0.00019168732358021922
16,10,0.001,8,7.1998986738427275,505,603,0.00019177578232315706
16,10,0.001,9,7.5159028572082685,528,631,0.00019326183838667542
16,10,0.001,10,6.921917288395935,485,579,0.00019040734717856874
16,10,0.001,11,8.678031695298138,611,736,0.0001980459315812924
16,10,0.001,12,7.578340470326404,532,637,0.00019354663170382624
16,10,0.001,13,7.858917080007087,552,662,0.00019478701629041127
16,10,0.001,14,6.355054423081297,445,528,0.00018745566002482646
16,10,0.001,15,8.10296055887089,570,684,0.00019581469428354818
16,10,0.001,16,8.026126800632628,564,677,0.00019549628513977017
16,10,0.001,17,7.883994470536835,554,664,0.00019489464088001253
16,10,0.001,18,8.206351842809207,577,693,0.00019623531309623859
16,10,0.001,19,6.969665772788449,488,583,0.00019064627966272884
16,10,0.001,20,7.40616007477764,520,622,0.00019275491182835415
16,10,0.001,21,6.503178087755549,455,542,0.00018824604375185003
16,10,0.001,22,8.412793405436876,592,712,0.00019705002644000027
16,10,0.001,23,8.68990712849279,612,737,0.00019808912469478939
16,10,0.001,24,7.096999468389334,498,594,0.00019127569665165076
16,10,0.001,25,8.224871079573296,579,695,0.000196310030390397
16,10,0.001,26,8.685164221390195,612,736,0.0001980713976424368
16,10,0.001,27,7.113307878782016,499,596,0.00019135581571738024
16,10,0.001,28,6.806852093787481,477,568,0.0001898243850164325
16,10,0.001,29,7.6951286658356635,540,648,0.00019407096200855945
16,10,0.001,30,6.940674534309025,486,580,0.00019050107807525984
16,10,0.001,31,6.629050148993356,464,553,0.00018890736649391588
16,10,0.001,32,8.364290981067745,589,708,0.00019686207993373117
16,10,0.001,33,8.12393877769954,571,686,0.0001959008732900174
16,10,0.001,34,7.8509423802812845,552,661,0.00019475242108715605
16,10,0.001,35,7.982322593244072,561,673,0.00019531260201092137
16,10,0.001,36,6.8832419504591,482,575,0.00019021224840199666
16,10,0.001,37,8.070596970762056,567,681,0.0001956811117846908
16,10,0.001,38,7.604040807280822,534,639,0.0001936626560121669
16,10,0.001,39,7.26617668254205,510,609,0.0001920938453435489
16,10,0.001,40,8.470536853814503,596,717,0.0001972714960422087
16,10,0.001,41,7.833269218183811,550,660,0.0001946764470702382
16,10,0.001,42,7.225111801920012,507,606,0.00019189760874862134
16,10,0.001,43,6.195090037887314,433,514,0.00018658974444218078
16,10,0.001,44,6.516422530894776,456,543,0.0001883159918521491
16,10,0.001,45,7.132441218136093,500,597,0.000191448759758719
16,10,0.001,46,6.862066326626385,481,573,0.00019010508618392115
16,10,0.001,47,7.18369399078676,504,602,0.00019169779578149517
16,10,0.001,48,7.5747953470729374,532,637,0.00019353077507185443
16,10,0.001,49,9.087783343005512,641,773,0.0001994737925922646
16,10,0.001,50,7.157768218886257,502,600,0.0001915723876670883
16,10,0.001,51,6.750739130946953,473,563,0.00018953706174803468
16,10,0.001,52,7.207928313390974,505,604,0.00019181465980722102
16,10,0.001,53,8.154512718560678,573,689,0.00019602588816296592
16,10,0.001,54,7.270047195686512,510,610,0.00019211272590976858
16,10,0.001,55,7.9656824274992974,560,672,0.00019524279486932307
16,10,0.001,56,7.671199364758723,539,645,0.00019396389010086865
16,10,0.001,57,8.411707547294597,592,712,0.0001970459095890203
16,10,0.001,58,8.148936394527112,573,688,0.00019600279782071734
16,10,0.001,59,9.004677680763695,635,765,0.00019919452657236989
16,10,0.001,60,7.457833981932792,523,626,0.00019299461602428005
16,10,0.001,61,6.7887677645881395,476,567,0.00018973232626078653
16,10,0.001,62,7.353663517956999,516,617,0.00019250866949453943
16,10,0.001,63,7.023104196885702,492,588,0.00019091206956896507
16,10,0.001,64,6.894310089600246,483,576,0.00019026809826131703
16,10,0.001,65,6.97940726300966,489,584,0.00019069492759734089
16,10,0.001,66,9.123890367281637,644,776,0.00019959305116595336
16,10,0.001,67,8.655399293009737,610,734,0.00019796320131798176
16,10,0.001,68,8.310591661175522,585,703,0.00019665132464025204
16,10,0.001,69,7.926225966672429,557,668,0.00019507521270636818
16,10,0.001,70,8.427486834717355,593,713,0.0001971064214413675
16,10,0.001,71,6.352152043393787,445,528,0.00018744016842656684
16,10,0.001,72,9.175981403468015,647,781,0.00019976386274864457
16,10,0.001,73,6.21319239094871,435,516,0.00018668851213106015
16,10,0.001,74,7.266781856968233,510,609,0.00019209669962531019
16,10,0.001,75,7.536317480204037,529,633,0.00019335531662539193
16,10,0.001,76,8.461209226639404,596,716,0.00019723575227956894
16,10,0.001,77,6.67490332896921,467,557,0.0001891458653004983
16,10,0.001,78,7.293485062291739,512,612,0.0001922242686402568
16,10,0.001,79,8.61654627927349,607,730,0.0001978197550397715
16,10,0.001,80,6.936018086077622,486,580,0.00019047797260842044
16,10,0.001,81,7.470699326502446,524,627,0.00019305397136994918
16,10,0.001,82,8.349231689104249,588,706,0.00019680274448411218
16,10,0.001,83,7.934717064460697,558,669,0.00019511147877797339
16,10,0.001,84,7.910511917403122,556,667,0.00019500854606051328
16,10,0.001,85,6.943623637837648,487,581,0.00019051626033793966
16,10,0.001,86,8.502915784875523,599,720,0.0001973946466306471
16,10,0.001,87,6.75206554465894,473,564,0.00018954433298312977
16,10,0.001,88,7.848805792951403,551,661,0.00019474333503085195
16,10,0.001,89,7.912827806433554,556,667,0.00019501827549835523
16,10,0.001,90,9.044652035105702,638,769,0.00019932965535490572
16,10,0.001,91,7.244201984930319,508,607,0.00019198874455367818
16,10,0.001,92,8.084026811703584,568,682,0.0001957364678043945
16,10,0.001,93,7.172059441065253,503,601,0.00019164151925995466
16,10,0.001,94,7.731440138251564,543,651,0.00019423148354425315
16,10,0.001,95,7.326774995969038,514,615,0.00019238208253072545
16,10,0.001,96,7.794067012118001,548,656,0.00019450574859512053
16,10,0.001,97,7.922136338695182,557,668,0.0001950580735845062
16,10,0.001,98,8.999720409580378,635,765,0.00019917809060186777
16,10,0.001,99,9.066254680709555,639,771,0.0001994020270694261
16,10,0.0001,0,7.471921131825258,616,739,1.7272177732517438e-05
16,10,0.0001,1,7.682170848164583,633,760,1.7277217200357144e-05
16,10,0.0001,2,7.024985864900244,579,692,1.7278038182478544e-05
16,10,0.0001,3,7.909846186488856,652,784,1.728772924921401e-05
16,10,0.0001,4,7.865314195429729,649,779,1.7285267658592425e-05
16,10,0.0001,5,8.631195506419246,713,860,1.735042330815323e-05
16,10,0.0001,6,6.464893824849698,532,634,1.7322822061909916e-05
16,10,0.0001,7,8.427563755830201,696,838,1.7328658443736655e-05
16,10,0.0001,8,8.071174439698789,666,801,1.7298086297406544e-05
16,10,0.0001,9,8.265618417568076,682,821,1.7313518118245188e-05
16,10,0.0001,10,7.411681620882554,611,732,1.7271590088029673e-05
16,10,0.0001,11,6.9352344821128575,571,683,1.7282246082322798e-05
16,10,0.0001,12,7.317105458282775,603,722,1.7271496094481065e-05
16,10,0.0001,13,6.622325514213376,545,651,1.7305634665336098e-05
16,10,0.0001,14,8.05120415292381,664,799,1.729667521860668e-05
16,10,0.0001,15,7.441106339140835,613,735,1.727181024284233e-05
16,10,0.0001,16,7.561475795428482,623,748,1.7273759609562522e-05
16,10,0.0001,17,7.779450265059304,641,771,1.72811148215209e-05
16,10,0.0001,18,7.759683713482238,640,768,1.7280232535634856e-05
16,10,0.0001,19,8.60158967258175,710,856,1.7347081714388655e-05
16,10,0.0001,20,8.739260797195508,722,871,1.736312803767773e-05
16,10,0.0001,21,8.553108207218127,706,851,1.7341727317768534e-05
16,10,0.0001,22,7.0303119903689755,579,693,1.7277847126467024e-05
16,10,0.0001,23,7.072067174338846,583,697,1.727627085426754e-05
16,10,0.0001,24,8.209475802357993,678,815,1.7308734401646092e-05
16,10,0.0001,25,8.337281516975889,688,829,1.7319974837793023e-05
16,10,0.0001,26,6.345987531102663,522,622,1.7338507579766486e-05
16,10,0.0001,27,8.779359858666814,725,875,1.7368037011920093e-05
16,10,0.0001,28,7.8912101390445315,651,782,1.7286689616029243e-05
16,10,0.0001,29,7.734769979318492,638,766,1.7279210725070902e-05
16,10,0.0001,30,7.5326225887736555,621,745,1.7273153881721424e-05
16,10,0.0001,31,6.5674504900352675,541,645,1.7311185624299844e-05
16,10,0.0001,32,9.001409022977924,744,898,1.7396954087704817e-05
16,10,0.0001,33,7.510368614419191,619,743,1.7272749019322484e-05
16,10,0.0001,34,7.77111739019756,641,770,1.7280743056768334e-05
16,10,0.0001,35,9.90964976912002,821,994,1.7541544117219523e-05
16,10,0.0001,36,7.6619391129613925,632,758,1.727653711376685e-05
16,10,0.0001,37,7.687334535586353,634,761,1.727741460234215e-05
16,10,0.0001,38,9.500514177620964,786,951,1.7471801666031236e-05
16,10,0.0001,39,8.719163948583745,720,869,1.736070129385624e-05
16,10,0.0001,40,8.314999642231395,686,826,1.7317914910569387e-05
16,10,0.0001,41,7.5015113704695615,618,742,1.7272607787980863e-05
16,10,0.0001,42,8.034155100080989,663,797,1.7295500123395987e-05
16,10,0.0001,43,8.513447186681365,703,847,1.733749037271554e-05
16,10,0.0001,44,8.125480557253432,670,807,1.730209051143047e-05
16,10,0.0001,45,8.077274749893885,666,802,1.7298529440043587e-05
16,10,0.0001,46,7.063712161260768,582,696,1.7276555083114325e-05
16,10,0.0001,47,7.334378043308931,604,724,1.7271444356345266e-05
16,10,0.0001,48,8.656659403914453,715,862,1.735334056914634e-05
16,10,0.0001,49,8.98683229899486,743,897,1.7394982370077706e-05
16,10,0.0001,50,7.178119029779594,591,708,1.7273308944597937e-05
16,10,0.0001,51,8.278893800842734,683,823,1.731468417656588e-05
16,10,0.0001,52,8.356130655850375,690,831,1.732173699708119e-05
16,10,0.0001,53,5.913989803442243,487,578,1.7416094394900785e-05
16,10,0.0001,54,9.39836998827923,778,940,1.745547468385324e-05
16,10,0.0001,55,6.707180599036846,552,659,1.729784219702516e-05
16,10,0.0001,56,6.632592809994421,546,652,1.7304627743461347e-05
16,10,0.0001,57,7.367068062328149,607,728,1.7271443266240876e-05
16,10,0.0001,58,8.540936535772929,705,850,1.734041334358653e-05
16,10,0.0001,59,6.312171228444828,520,619,1.7343438507478013e-05
16,10,0.0001,60,7.192109326089595,592,710,1.7273047302021433e-05
16,10,0.0001,61,6.876359658374158,566,677,1.7285591308039437e-05
16,10,0.0001,62,8.311202479584006,686,826,1.731757516229032e-05
16,10,0.0001,63,5.974711760422796,492,584,1.740310674881327e-05
16,10,0.0001,64,7.149150504110199,589,705,1.727398182734318e-05
16,10,0.0001,65,7.085203114044813,584,698,1.727581441196827e-05
16,10,0.0001,66,7.52024113500827,620,744,1.7272930575680627e-05
16,10,0.0001,67,6.611300767241167,544,649,1.7306642612533485e-05
16,10,0.0001,68,7.98125627936097,658,792,1.7292038720639816e-05
16,10,0.0001,69,6.749485340670974,556,664,1.7294429835108835e-05
16,10,0.0001,70,8.631001614056414,713,860,1.7350401111533817e-05
16,10,0.0001,71,7.882701828933098,650,781,1.7286213272269477e-05
16,10,0.0001,72,7.231812414668504,596,714,1.7272364286964577e-05
16,10,0.0001,73,5.868169620407439,483,573,1.742630710545263e-05
16,10,0.0001,74,8.307433022759476,686,826,1.731723948288163e-05
16,10,0.0001,75,7.574771532924563,624,749,1.727404892788316e-05
16,10,0.0001,76,8.933214367142268,738,891,1.738777675931933e-05
16,10,0.0001,77,8.176966679625831,675,812,1.7306087510463882e-05
16,10,0.0001,78,8.19511334661501,676,814,1.7307567362392672e-05
16,10,0.0001,79,6.872876329678335,566,676,1.7285764286584837e-05
16,10,0.0001,80,7.000718314096192,577,690,1.7279097117207714e-05
16,10,0.0001,81,7.988334729888553,659,792,1.729247584524325e-05
16,10,0.0001,82,6.511324091264946,536,639,1.7317351172228216e-05
16,10,0.0001,83,8.450926836312654,698,841,1.7331010524012523e-05
16,10,0.0001,84,8.41012509229477,694,836,1.732692943067064e-05
16,10,0.0001,85,7.66798444112951,632,759,1.7276749318971528e-05
16,10,0.0001,86,7.714746324517435,636,764,1.727843170108931e-05
16,10,0.0001,87,7.059762859663288,581,696,1.727671821406381e-05
16,10,0.0001,88,7.084289542982057,584,698,1.7275849222151188e-05
16,10,0.0001,89,8.049623326933288,664,799,1.7296568808797167e-05
16,10,0.0001,90,8.934917491577739,739,891,1.738799048494974e-05
16,10,0.0001,91,5.435680003412256,447,529,1.7544300665490026e-05
16,10,0.0001,92,7.862361004769877,648,779,1.7285126548831877e-05
16,10,0.0001,93,8.850808990783634,731,883,1.7377011818484572e-05
16,10,0.0001,94,7.344654603795919,605,725,1.727142468789706e-05
16,10,0.0001,95,7.819960705751241,645,775,1.7283004036388252e-05
16,10,0.0001,96,7.066107229472702,582,696,1.7276457529598716e-05
16,10,0.0001,97,7.563710230005645,623,748,1.727380285738135e-05
16,10,0.0001,98,8.504293443450754,702,846,1.733651714460708e-05
16,10,0.0001,99,8.001645793144053,660,794,1.7293338899282144e-05
16,100,0.01,0,7.3026383253268525,4867,6047,0.0019261119660835616
16,100,0.01,1,8.601641872203459,5800,7211,0.0019828610569943028
16,100,0.01,2,7.983682348687154,5355,6656,0.0019576170946922376
16,100,0.01,3,7.390135542307211,4930,6125,0.0019303695545127533
16,100,0.01,4,6.888077768702054,4572,5679,0.0019051424517477387
16,100,0.01,5,8.556020661014164,5767,7170,0.001981106873443347
16,100,0.01,6,6.873309980438847,4561,5665,0.0019043725084203498
16,100,0.01,7,7.575706059219511,5062,6291,0.0019391982627443454
16,100,0.01,8,6.809970156207013,4516,5609,0.001901052152454306
16,100,0.01,9,7.027443260613574,4671,5802,0.0019123339372801695
16,100,0.01,10,7.000882865521136,4652,5779,0.001910974529098878
16,100,0.01,11,5.502060422485097,3594,4459,0.0018279250027299601
16,100,0.01,12,7.484811062076243,4997,6209,0.0019349090801029565
16,100,0.01,13,7.22211721703585,4810,5975,0.0019221407253081088
16,100,0.01,14,8.32107265140526,5598,6958,0.0019717977126217576
16,100,0.01,15,7.451570376560372,4973,6180,0.0019333228886033726
16,100,0.01,16,7.098545146945515,4722,5865,0.00191594845180874
16,100,0.01,17,8.972999498277773,6068,7546,0.0019964958354076663
16,100,0.01,18,8.376143761666075,5637,7008,0.0019740219028839935
16,100,0.01,19,7.822594960754751,5239,6511,0.0019505084055875617
16,100,0.01,20,7.8225088019486435,5239,6511,0.001950504577475583
16,100,0.01,21,7.245910190559567,4827,5997,0.0019233190924610034
16,100,0.01,22,8.102772001646787,5440,6762,0.00196273166118942
16,100,0.01,23,8.430554098601103,5676,7057,0.0019761932847276384
16,100,0.01,24,7.217520002012204,4806,5971,0.0019219113658421464
16,100,0.01,25,8.377307404965006,5638,7009,0.0019740687224318433
16,100,0.01,26,7.795429718776197,5220,6487,0.0019492887958747127
16,100,0.01,27,7.415764716022878,4948,6148,0.0019316053882835978
16,100,0.01,28,7.430978647622932,4959,6161,0.0019323358983706416
16,100,0.01,29,7.150075552190314,4758,5911,0.0019185439053250038
16,100,0.01,30,7.792245973195958,5217,6484,0.0019491449511075468
16,100,0.01,31,7.470683418033467,4987,6197,0.0019342357868226852
16,100,0.01,32,7.602629312737674,5082,6315,0.0019404556373866459
16,100,0.01,33,5.8583297804882495,3844,4770,0.001848410838738182
16,100,0.01,34,7.438250131590209,4964,6168,0.0019326855815396857
16,100,0.01,35,7.412895598886639,4946,6145,0.0019314671679847432
16,100,0.01,36,7.154208175401026,4761,5915,0.0019187524198339692
16,100,0.01,37,7.380487397053832,4923,6116,0.0019299034569797663
16,100,0.01,38,7.67836140363119,5136,6382,0.0019439619690295102
16,100,0.01,39,6.110498165078394,4021,4992,0.001862765116637715
16,100,0.01,40,8.717227161270884,5883,7315,0.001987228402334614
16,100,0.01,41,7.31197892828644,4874,6055,0.0019265691425070868
16,100,0.01,42,8.807331841808335,5949,7396,0.001990554873509832
16,100,0.01,43,6.10515805277694,4018,4987,0.0018624637696812167
16,100,0.01,44,6.476322440907785,4280,5314,0.0018831303188799305
16,100,0.01,45,7.836568588744759,5249,6524,0.0019511340720528715
16,100,0.01,46,7.152560002940581,4760,5913,0.0019186698140320865
16,100,0.01,47,7.611802379875853,5088,6323,0.0019408832232080248
16,100,0.01,48,8.183934793899923,5499,6835,0.001966148228828469
16,100,0.01,49,6.289040453987368,4147,5149,0.0018727852056183833
16,100,0.01,50,7.015486980344706,4662,5792,0.0019117229788833824
16,100,0.01,51,7.239137689782611,4822,5990,0.0019229835693173678
16,100,0.01,52,8.169210454797785,5488,6822,0.0019655330375346514
16,100,0.01,53,7.314270171832394,4875,6057,0.0019266809276550858
16,100,0.01,54,6.174261256095988,4066,5048,0.0018663592631840873
16,100,0.01,55,7.174554808717924,4776,5933,0.0019197708409869202
16,100,0.01,56,6.680083833106364,4424,5494,0.0018941587520060338
16,100,0.01,57,7.9717630308088125,5346,6645,0.0019570983723197996
16,100,0.01,58,7.3302372075991356,4887,6072,0.00192746100386087
16,100,0.01,59,7.005122734342364,4655,5782,0.0019111920424089803
16,100,0.01,60,6.786387768985753,4500,5588,0.0018998097644518368
16,100,0.01,61,6.989416944961355,4644,5768,0.001910385702297653
16,100,0.01,62,8.21988138367027,5525,6868,0.0019676444336910715
16,100,0.01,63,6.971883696341518,4631,5753,0.001909483604615561
16,100,0.01,64,6.343134530284337,4186,5197,0.0018757922070765291
16,100,0.01,65,6.009291781699154,3950,4903,0.0018570285837361045
16,100,0.01,66,6.6994897854953575,4438,5511,0.001895195903105407
16,100,0.01,67,6.9719025665501855,4631,5753,0.001909484567314918
16,100,0.01,68,7.817451374587515,5235,6507,0.0019502783978627724
16,100,0.01,69,8.104978566569507,5442,6764,0.0019628245057189803
16,100,0.01,70,8.298962997101203,5582,6939,0.0019708978268189723
16,100,0.01,71,7.676152063977565,5134,6380,0.0019438608524891593
16,100,0.01,72,8.706075327647872,5875,7305,0.0019868120401736688
16,100,0.01,73,7.6994816998453945,5151,6401,0.0019449314630840717
16,100,0.01,74,7.339404292016972,4893,6080,0.0019279082574393475
16,100,0.01,75,8.023958096227005,5384,6692,0.001959359339895031
16,100,0.01,76,7.744461893015876,5183,6441,0.00194698379970377
16,100,0.01,77,8.375920071404657,5637,7008,0.001974012924559398
16,100,0.01,78,8.504230490479419,5730,7123,0.0019790949249380617
16,100,0.01,79,8.03516574815017,5392,6702,0.001959842074574377
16,100,0.01,80,6.584231177441641,4356,5409,0.0018890021739432486
16,100,0.01,81,8.105649502353138,5442,6765,0.0019628529620199235
16,100,0.01,82,7.062523686646635,4696,5833,0.0019141219695474768
16,100,0.01,83,6.985837318816417,4641,5765,0.0019102022427671895
16,100,0.01,84,6.28190923555696,4142,5143,0.0018723882974814963
16,100,0.01,85,7.439083668395594,4965,6169,0.0019327252385202326
16,100,0.01,86,7.3683208513865,4914,6106,0.0019293135771885628
16,100,0.01,87,7.578859190658781,5065,6293,0.0019393461259520248
16,100,0.01,88,6.846160606519986,4542,5641,0.0019029522853996688
16,100,0.01,89,8.69781959232244,5869,7298,0.0019865024255987787
16,100,0.01,90,7.362278986115798,4910,6100,0.0019290208677632263
16,100,0.01,91,6.873398785987606,4561,5666,0.001904377204450913
16,100,0.01,92,5.861653790855772,3846,4773,0.00184860134461963
16,100,0.01,93,7.165622057329842,4769,5925,0.001919323814584768
16,100,0.01,94,7.946871236783023,5328,6623,0.0019560115784798713
16,100,0.01,95,6.8345451015248155,4534,5631,0.0019023437144355514
16,100,0.01,96,6.319065368873932,4169,5175,0.0018744559351510847
16,100,0.01,97,7.98890810856506,5359,6660,0.001957843106053326
16,100,0.01,98,6.859033441845087,4551,5653,0.0019036260667556217
16,100,0.01,99,8.514897662674121,5737,7133,0.0019795108927494467
16,100,0.001,0,8.124367446683634,6414,7974,0.00017316205335797196
16,100,0.001,1,6.854028230852588,5356,6655,0.00017326480462996366
16,100,0.001,2,7.317219651570213,5741,7134,0.0001729956488888176
16,100,0.001,3,8.2435569763331,6514,8099,0.00017324471596039044
16,100,0.001,4,7.673640069877795,6037,7504,0.00017298080342716075
16,100,0.001,5,6.663527417453441,5199,6458,0.00017346872997692082
16,100,0.001,6,6.786790125246628,5301,6585,0.00017333018618236314
16,100,0.001,7,7.4630897803614,5862,7286,0.0001729706981046834
16,100,0.001,8,4.887025413266761,3743,4642,0.00017894924833420286
16,100,0.001,9,6.86783941417681,5368,6669,0.00017325198661826942
16,100,0.001,10,7.707976006125975,6066,7540,0.00017298658738258672
16,100,0.001,11,8.248892353939146,6518,8104,0.0001732488461246611
16,100,0.001,12,8.028329391760751,6333,7874,0.00017310716418788557
16,100,0.001,13,7.488303419584647,5883,7312,0.00017296971142821306
16,100,0.001,14,7.266476422048008,5698,7081,0.0001730109626086406
16,100,0.001,15,4.9640652304634445,3806,4720,0.00017854626926156071
16,100,0.001,16,6.469083734008551,5038,6257,0.00017374092040983255
16,100,0.001,17,8.296855097543828,6558,8154,0.000173284362829905
16,100,0.001,18,8.359654897882738,6611,8220,0.00017333409426903762
16,100,0.001,19,7.541371958989137,5927,7367,0.00017296781640246505
16,100,0.001,20,7.210347005611794,5652,7023,0.00017303071950069436
